conversation	sent_id	token_id	token
30	4	9	things
30	4	10	to
30	4	11	do
30	4	12	during
30	4	13	the
30	4	14	day
30	4	15	.
			
30	5	1	What
30	5	2	did
30	5	3	you
30	5	4	cook
30	5	5	for
30	5	6	dinner
30	5	7	today
30	5	8	?
			
30	6	1	I
30	6	2	cooked
30	6	3	a
30	6	4	simple
30	6	5	pasta
30	6	6	dish
30	6	7	with
30	6	8	garlic
30	6	9	bread
30	6	10	on
30	6	11	the
30	6	12	side
30	6	13	.
			
30	7	1	Sounds
30	7	2	delicious
30	7	3	!
30	7	4	Did
30	7	5	you
30	7	6	manage
30	7	7	to
30	7	8	clean
30	7	9	up
30	7	10	after
30	7	11	dinner
30	7	12	as
30	7	13	well
30	7	14	?
			
30	8	1	Yes
30	8	2	,
30	8	3	I
30	8	4	washed
30	8	5	the
30	8	6	dishes
30	8	7	and
30	8	8	wiped
30	8	9	down
30	8	10	the
30	8	11	kitchen
30	8	12	counters
30	8	13	before
30	8	14	relaxing
30	8	15	for
30	8	16	the
30	8	17	evening
30	8	18	.
			
			
31	1	1	How
31	1	2	often
31	1	3	do
31	1	4	you
31	1	5	prepare
31	1	6	your
31	1	7	meals
31	1	8	,
31	1	9	and
31	1	10	what
31	1	11	do
31	1	12	you
31	1	13	usually
31	1	14	like
31	1	15	to
31	1	16	cook
31	1	17	?
			
31	2	1	I
31	2	2	cook
31	2	3	meals
31	2	4	every
31	2	5	evening
31	2	6	,
31	2	7	usually
31	2	8	some
31	2	9	simple
31	2	10	recipes
31	2	11	like
31	2	12	stir
31	2	13	-
31	2	14	fries
31	2	15	or
31	2	16	pasta
31	2	17	.
			
31	3	1	And
31	3	2	how
31	3	3	about
31	3	4	cleaning
31	3	5	the
31	3	6	house
31	3	7	,
31	3	8	when
31	3	9	do
31	3	10	you
31	3	11	usually
31	3	12	do
31	3	13	that
31	3	14	?
			
31	4	1	I
31	4	2	clean
31	4	3	the
31	4	4	house
31	4	5	every
31	4	6	Saturday
31	4	7	morning
31	4	8	,
31	4	9	starting
31	4	10	from
31	4	11	vacuuming
31	4	12	and
31	4	13	then
31	4	14	dusting
31	4	15	.
			
31	5	1	Do
31	5	2	you
31	5	3	find
31	5	4	doing
31	5	5	housework
31	5	6	challenging
31	5	7	at
31	5	8	times
31	5	9	?
			
31	6	1	Sometimes
31	6	2	,
31	6	3	the
31	6	4	bending
31	6	5	and
31	6	6	reaching
31	6	7	can
31	6	8	be
31	6	9	tough
31	6	10	on
31	6	11	my
31	6	12	back
31	6	13	.
			
31	7	1	Have
31	7	2	you
31	7	3	considered
31	7	4	using
31	7	5	any
31	7	6	household
31	7	7	appliances
31	7	8	to
31	7	9	make
31	7	10	the
31	7	11	tasks
31	7	12	easier
31	7	13	?
			
31	8	1	Yes
31	8	2	,
31	8	3	I
31	8	4	have
31	8	5	a
31	8	6	robot
31	8	7	vacuum
31	8	8	cleaner
31	8	9	which
31	8	10	helps
31	8	11	me
31	8	12	with
31	8	13	the
31	8	14	daily
31	8	15	upkeep
31	8	16	.
			
31	9	1	That
31	9	2	's
31	9	3	great
31	9	4	!
31	9	5	How
31	9	6	do
31	9	7	you
31	9	8	usually
31	9	9	organize
31	9	10	your
31	9	11	menus
31	9	12	for
31	9	13	the
31	9	14	week
			
			
32	1	1	How
32	1	2	often
32	1	3	do
32	1	4	you
32	1	5	prepare
32	1	6	meals
32	1	7	at
32	1	8	home
32	1	9	?
			
32	2	1	Oh
32	2	2	,
32	2	3	I
32	2	4	cook
32	2	5	dinner
32	2	6	every
32	2	7	evening
32	2	8	and
32	2	9	sometimes
32	2	10	make
32	2	11	lunch
32	2	12	too
32	2	13	.
			
32	3	1	What
32	3	2	is
32	3	3	your
32	3	4	favorite
32	3	5	dish
32	3	6	to
32	3	7	cook
32	3	8	for
32	3	9	dinner
32	3	10	?
			
32	4	1	I
32	4	2	love
32	4	3	making
32	4	4	chicken
32	4	5	stir
32	4	6	-
32	4	7	fry
32	4	8	with
32	4	9	lots
32	4	10	of
32	4	11	vegetables
32	4	12	.
			
32	5	1	How
32	5	2	do
32	5	3	you
32	5	4	usually
32	5	5	plan
32	5	6	your
32	5	7	meals
32	5	8	for
32	5	9	the
32	5	10	week
32	5	11	?
			
32	6	1	I
32	6	2	make
32	6	3	a
32	6	4	meal
32	6	5	plan
32	6	6	every
32	6	7	Sunday
32	6	8	and
32	6	9	write
32	6	10	a
32	6	11	grocery
32	6	12	list
32	6	13	accordingly
32	6	14	.
			
32	7	1	When
32	7	2	do
32	7	3	you
32	7	4	usually
32	7	5	do
32	7	6	your
32	7	7	grocery
32	7	8	shopping
32	7	9	?
			
32	8	1	I
32	8	2	go
32	8	3	to
32	8	4	the
32	8	5	store
32	8	6	on
32	8	7	Monday
32	8	8	mornings
32	8	9	to
32	8	10	get
32	8	11	fresh
32	8	12	produce
32	8	13	.
			
32	9	1	Do
32	9	2	you
32	9	3	enjoy
32	9	4	trying
32	9	5	out
32	9	6	new
32	9	7	recipes
32	9	8	?
			
32	10	1	Yes
32	10	2	,
32	10	3	I
32	10	4	like
32	10	5	to
32	10	6	experiment
32	10	7	in
32	10	8	the
32	10	9	kitchen
32	10	10	on
32	10	11	weekends
32	10	12	.
			
			
33	1	1	How
33	1	2	do
33	1	3	you
33	1	4	usually
33	1	5	start
33	1	6	your
33	1	7	day
33	1	8	,
33	1	9	Mrs.
33	1	10	Thompson
33	1	11	?
			
33	2	1	I
33	2	2	usually
33	2	3	wake
33	2	4	up
33	2	5	early
33	2	6	to
33	2	7	prepare
33	2	8	breakfast
33	2	9	for
33	2	10	my
33	2	11	grandchildren
33	2	12	.
			
33	3	1	That
33	3	2	's
33	3	3	so
33	3	4	sweet
33	3	5	of
33	3	6	you
33	3	7	!
33	3	8	How
33	3	9	do
33	3	10	you
33	3	11	decide
33	3	12	what
33	3	13	to
33	3	14	make
33	3	15	for
33	3	16	breakfast
33	3	17	?
			
33	4	1	I
33	4	2	usually
33	4	3	ask
33	4	4	the
33	4	5	grandchildren
33	4	6	what
33	4	7	they
33	4	8	would
33	4	9	like
33	4	10	to
33	4	11	eat
33	4	12	.
			
33	5	1	Sounds
33	5	2	like
33	5	3	a
33	5	4	lovely
33	5	5	way
33	5	6	to
33	5	7	start
33	5	8	the
33	5	9	day
33	5	10	!
33	5	11	What
33	5	12	do
33	5	13	you
33	5	14	enjoy
33	5	15	preparing
33	5	16	the
33	5	17	most
33	5	18	?
			
33	6	1	I
33	6	2	love
33	6	3	making
33	6	4	pancakes
33	6	5	for
33	6	6	them
33	6	7	;
33	6	8	they
33	6	9	always
33	6	10	seem
33	6	11	to
33	6	12	brighten
33	6	13	their
33	6	14	day
33	6	15	.
			
33	7	1	That
33	7	2	's
33	7	3	wonderful
33	7	4	.
33	7	5	Do
33	7	6	you
33	7	7	have
33	7	8	a
33	7	9	special
33	7	10	recipe
33	7	11	you
33	7	12	follow
33	7	13	?
			
33	8	1	Yes
33	8	2	,
33	8	3	I
33	8	4	have
33	8	5	a
33	8	6	favorite
33	8	7	recipe
33	8	8	that
33	8	9	I
33	8	10	've
33	8	11	been
33	8	12	using
33	8	13	for
33	8	14	many
33	8	15	years
33	8	16	now
33	8	17	.
			
			
34	1	1	How
34	1	2	do
34	1	3	you
34	1	4	usually
34	1	5	start
34	1	6	your
34	1	7	day
34	1	8	,
34	1	9	Mr.
34	1	10	James
34	1	11	?
			
34	2	1	I
34	2	2	begin
34	2	3	my
34	2	4	day
34	2	5	by
34	2	6	making
34	2	7	breakfast
34	2	8	around
34	2	9	7
34	2	10	am
34	2	11	.
			
34	3	1	What
34	3	2	's
34	3	3	your
34	3	4	go
34	3	5	-
34	3	6	to
34	3	7	breakfast
34	3	8	?
			
34	4	1	I
34	4	2	usually
34	4	3	make
34	4	4	some
34	4	5	toast
34	4	6	with
34	4	7	jam
34	4	8	and
34	4	9	a
34	4	10	cup
34	4	11	of
34	4	12	tea
34	4	13	.
			
34	5	1	When
34	5	2	do
34	5	3	you
34	5	4	go
34	5	5	grocery
34	5	6	shopping
34	5	7	?
			
34	6	1	I
34	6	2	usually
34	6	3	go
34	6	4	grocery
34	6	5	shopping
34	6	6	every
34	6	7	Saturday
34	6	8	morning
34	6	9	.
			
34	7	1	Do
34	7	2	you
34	7	3	enjoy
34	7	4	cooking
34	7	5	?
			
34	8	1	Yes
34	8	2	,
34	8	3	I
34	8	4	find
34	8	5	cooking
34	8	6	very
34	8	7	relaxing
34	8	8	and
34	8	9	enjoyable
34	8	10	.
			
34	9	1	How
34	9	2	often
34	9	3	do
34	9	4	you
34	9	5	do
34	9	6	your
34	9	7	laundry
34	9	8	?
			
34	10	1	I
34	10	2	do
34	10	3	my
34	10	4	laundry
34	10	5	twice
34	10	6	a
34	10	7	week
34	10	8	,
34	10	9	on
34	10	10	Wednesdays
34	10	11	and
34	10	12	Sundays
34	10	13	.
			
			
35	1	1	How
35	1	2	often
35	1	3	do
35	1	4	you
35	1	5	cook
35	1	6	at
35	1	7	home
35	1	8	,
35	1	9	and
35	1	10	what
35	1	11	is
35	1	12	your
35	1	13	favorite
35	1	14	dish
35	1	15	to
35	1	16	prepare
35	1	17	?
			
35	2	1	I
35	2	2	cook
35	2	3	every
35	2	4	day
35	2	5	and
35	2	6	I
35	2	7	love
35	2	8	making
35	2	9	a
35	2	10	traditional
35	2	11	beef
35	2	12	stew
35	2	13	.
			
35	3	1	That
35	3	2	sounds
35	3	3	delicious
35	3	4	!
35	3	5	When
35	3	6	do
35	3	7	you
35	3	8	usually
35	3	9	start
35	3	10	preparing
35	3	11	dinner
35	3	12	?
			
35	4	1	I
35	4	2	start
35	4	3	preparing
35	4	4	around
35	4	5	late
35	4	6	afternoon
35	4	7	to
35	4	8	have
35	4	9	dinner
35	4	10	ready
35	4	11	by
35	4	12	early
35	4	13	evening
35	4	14	.
			
35	5	1	Do
35	5	2	you
35	5	3	have
35	5	4	any
35	5	5	special
35	5	6	cooking
35	5	7	techniques
35	5	8	or
35	5	9	tips
35	5	10	for
35	5	11	making
35	5	12	your
35	5	13	stew
35	5	14	?
			
35	6	1	I
35	6	2	like
35	6	3	to
35	6	4	let
35	6	5	it
35	6	6	simmer
35	6	7	on
35	6	8	low
35	6	9	heat
35	6	10	for
35	6	11	a
35	6	12	few
35	6	13	hours
35	6	14	to
35	6	15	really
35	6	16	enhance
35	6	17	the
35	6	18	flavors
35	6	19	.
			
35	7	1	That
35	7	2	's
35	7	3	a
35	7	4	great
35	7	5	idea
35	7	6	!
35	7	7	How
35	7	8	do
35	7	9	you
35	7	10	manage
35	7	11	to
35	7	12	find
35	7	13	the
35	7	14	time
35	7	15	to
35	7	16	cook
35	7	17	every
35	7	18	day
35	7	19	?
			
35	8	1	I
35	8	2	usually
35	8	3	plan
35	8	4	my
35	8	5	meals
35	8	6	ahead
35	8	7	of
35	8	8	time
35	8	9	and
35	8	10	prep
35	8	11	ingredients
35	8	12	in
35	8	13	the
35	8	14	morning
35	8	15	.
			
35	9	1	It
35	9	2	sounds
35	9	3	like
35	9	4	you
			
			
36	1	1	How
36	1	2	do
36	1	3	you
36	1	4	typically
36	1	5	spend
36	1	6	your
36	1	7	mornings
36	1	8	at
36	1	9	home
36	1	10	?
			
36	2	1	I
36	2	2	start
36	2	3	by
36	2	4	preparing
36	2	5	breakfast
36	2	6	around
36	2	7	7
36	2	8	a.m.
			
36	3	1	What
36	3	2	's
36	3	3	your
36	3	4	go
36	3	5	-
36	3	6	to
36	3	7	breakfast
36	3	8	these
36	3	9	days
36	3	10	?
			
36	4	1	I
36	4	2	enjoy
36	4	3	a
36	4	4	bowl
36	4	5	of
36	4	6	oatmeal
36	4	7	with
36	4	8	fruits
36	4	9	and
36	4	10	a
36	4	11	cup
36	4	12	of
36	4	13	tea
36	4	14	.
			
36	5	1	Sounds
36	5	2	healthy
36	5	3	!
36	5	4	How
36	5	5	about
36	5	6	household
36	5	7	chores
36	5	8	,
36	5	9	when
36	5	10	do
36	5	11	you
36	5	12	usually
36	5	13	tackle
36	5	14	them
36	5	15	?
			
36	6	1	I
36	6	2	do
36	6	3	light
36	6	4	cleaning
36	6	5	in
36	6	6	the
36	6	7	afternoon
36	6	8	before
36	6	9	dinner
36	6	10	.
			
36	7	1	How
36	7	2	do
36	7	3	you
36	7	4	like
36	7	5	to
36	7	6	unwind
36	7	7	in
36	7	8	the
36	7	9	evenings
36	7	10	?
			
36	8	1	I
36	8	2	water
36	8	3	my
36	8	4	plants
36	8	5	and
36	8	6	then
36	8	7	watch
36	8	8	my
36	8	9	favorite
36	8	10	show
36	8	11	before
36	8	12	bed
36	8	13	.
			
36	9	1	Nice
36	9	2	routine
36	9	3	!
36	9	4	Do
36	9	5	you
36	9	6	follow
36	9	7	a
36	9	8	schedule
36	9	9	for
36	9	10	cooking
36	9	11	dinners
36	9	12	as
36	9	13	well
36	9	14	?
			
			
37	1	1	How
37	1	2	often
37	1	3	do
37	1	4	you
37	1	5	water
37	1	6	your
37	1	7	plants
37	1	8	at
37	1	9	home
37	1	10	?
			
37	2	1	I
37	2	2	water
37	2	3	my
37	2	4	plants
37	2	5	every
37	2	6	Monday
37	2	7	and
37	2	8	Thursday
37	2	9	.
			
37	3	1	Do
37	3	2	you
37	3	3	enjoy
37	3	4	taking
37	3	5	care
37	3	6	of
37	3	7	your
37	3	8	plants
37	3	9	?
			
37	4	1	Yes
37	4	2	,
37	4	3	it
37	4	4	's
37	4	5	relaxing
37	4	6	and
37	4	7	makes
37	4	8	the
37	4	9	house
37	4	10	lively
37	4	11	.
			
37	5	1	Who
37	5	2	helps
37	5	3	you
37	5	4	with
37	5	5	the
37	5	6	household
37	5	7	repairs
37	5	8	?
			
37	6	1	My
37	6	2	son
37	6	3	usually
37	6	4	comes
37	6	5	over
37	6	6	during
37	6	7	the
37	6	8	weekends
37	6	9	to
37	6	10	fix
37	6	11	things
37	6	12	.
			
37	7	1	That
37	7	2	's
37	7	3	nice
37	7	4	of
37	7	5	him
37	7	6	.
37	7	7	How
37	7	8	long
37	7	9	does
37	7	10	it
37	7	11	take
37	7	12	to
37	7	13	clean
37	7	14	the
37	7	15	house
37	7	16	?
			
37	8	1	It
37	8	2	takes
37	8	3	me
37	8	4	around
37	8	5	2
37	8	6	to
37	8	7	3
37	8	8	hours
37	8	9	to
37	8	10	clean
37	8	11	the
37	8	12	whole
37	8	13	house
37	8	14	.
			
37	9	1	Your
37	9	2	dedication
37	9	3	to
37	9	4	keeping
37	9	5	the
37	9	6	house
37	9	7	clean
37	9	8	is
37	9	9	admirable
37	9	10	.
37	9	11	Are
37	9	12	there
37	9	13	any
37	9	14	specific
37	9	15	tools
37	9	16	you
37	9	17	use
37	9	18	for
37	9	19	cleaning
37	9	20	?
			
37	10	1	Yes
37	10	2	,
37	10	3	I
37	10	4	use
37	10	5	a
37	10	6	vacuum
37	10	7	cleaner
37	10	8	,
37	10	9	mop
37	10	10	,
37	10	11	and
37	10	12	duster
37	10	13	to
37	10	14	clean
37	10	15	the
37	10	16	house
37	10	17	thoroughly
			
			
38	1	1	How
38	1	2	often
38	1	3	do
38	1	4	you
38	1	5	water
38	1	6	your
38	1	7	plants
38	1	8	at
38	1	9	home
38	1	10	,
38	1	11	Mr.
38	1	12	Smith
38	1	13	?
			
38	2	1	I
38	2	2	water
38	2	3	my
38	2	4	plants
38	2	5	every
38	2	6	morning
38	2	7	around
38	2	8	8
38	2	9	am
38	2	10	.
			
38	3	1	Do
38	3	2	you
38	3	3	enjoy
38	3	4	tending
38	3	5	to
38	3	6	your
38	3	7	plants
38	3	8	in
38	3	9	your
38	3	10	garden
38	3	11	?
			
38	4	1	Yes
38	4	2	,
38	4	3	it
38	4	4	brings
38	4	5	me
38	4	6	joy
38	4	7	and
38	4	8	peace
38	4	9	.
			
38	5	1	When
38	5	2	do
38	5	3	you
38	5	4	usually
38	5	5	clean
38	5	6	your
38	5	7	house
38	5	8	,
38	5	9	Mrs.
38	5	10	Garcia
38	5	11	?
			
38	6	1	I
38	6	2	clean
38	6	3	my
38	6	4	house
38	6	5	every
38	6	6	Sunday
38	6	7	morning
38	6	8	.
			
38	7	1	That
38	7	2	's
38	7	3	a
38	7	4	good
38	7	5	routine
38	7	6	to
38	7	7	keep
38	7	8	everything
38	7	9	neat
38	7	10	and
38	7	11	tidy
38	7	12	.
			
38	8	1	How
38	8	2	do
38	8	3	you
38	8	4	manage
38	8	5	to
38	8	6	repair
38	8	7	things
38	8	8	around
38	8	9	the
38	8	10	house
38	8	11	,
38	8	12	Mr.
38	8	13	Thompson
38	8	14	?
			
38	9	1	I
38	9	2	usually
38	9	3	watch
38	9	4	DIY
38	9	5	videos
38	9	6	online
38	9	7	or
38	9	8	call
38	9	9	a
38	9	10	handyman
38	9	11	for
38	9	12	help
38	9	13	when
38	9	14	needed
38	9	15	.
			
			
39	1	1	How
39	1	2	have
39	1	3	your
39	1	4	mornings
39	1	5	been
39	1	6	like
39	1	7	lately
39	1	8	?
			
39	2	1	I
39	2	2	start
39	2	3	my
39	2	4	day
39	2	5	by
39	2	6	watering
39	2	7	the
39	2	8	plants
39	2	9	in
39	2	10	the
39	2	11	garden
39	2	12	.
			
39	3	1	Sounds
39	3	2	like
39	3	3	a
39	3	4	peaceful
39	3	5	way
39	3	6	to
39	3	7	begin
39	3	8	the
39	3	9	day
39	3	10	.
39	3	11	When
39	3	12	do
39	3	13	you
39	3	14	normally
39	3	15	do
39	3	16	that
39	3	17	?
			
39	4	1	I
39	4	2	usually
39	4	3	do
39	4	4	it
39	4	5	right
39	4	6	after
39	4	7	breakfast
39	4	8	,
39	4	9	around
39	4	10	8
39	4	11	a.m.
			
39	5	1	That
39	5	2	's
39	5	3	a
39	5	4	nice
39	5	5	routine
39	5	6	.
39	5	7	Do
39	5	8	you
39	5	9	have
39	5	10	a
39	5	11	favorite
39	5	12	plant
39	5	13	in
39	5	14	your
39	5	15	garden
39	5	16	?
			
39	6	1	Yes
39	6	2	,
39	6	3	I
39	6	4	have
39	6	5	a
39	6	6	special
39	6	7	bond
39	6	8	with
39	6	9	the
39	6	10	rose
39	6	11	bush
39	6	12	near
39	6	13	the
39	6	14	fence
39	6	15	.
			
39	7	1	It
39	7	2	must
39	7	3	be
39	7	4	beautiful
39	7	5	.
39	7	6	How
39	7	7	long
39	7	8	have
39	7	9	you
39	7	10	been
39	7	11	taking
39	7	12	care
39	7	13	of
39	7	14	it
39	7	15	?
			
39	8	1	I
39	8	2	've
39	8	3	been
39	8	4	tending
39	8	5	to
39	8	6	that
39	8	7	rose
39	8	8	bush
39	8	9	for
39	8	10	over
39	8	11	a
39	8	12	decade
39	8	13	now
39	8	14	.
			
39	9	1	That
39	9	2	's
39	9	3	wonderful
39	9	4	,
39	9	5	I
39	9	6	'm
39	9	7	sure
39	9	8	it
39	9	9	blooms
39	9	10	beautifully
39	9	11	under
39	9	12	your
39	9	13	care
39	9	14	.
			
			
40	1	1	How
40	1	2	often
40	1	3	do
40	1	4	you
40	1	5	water
40	1	6	your
40	1	7	plants
40	1	8	in
40	1	9	the
40	1	10	garden
40	1	11	?
			
40	2	1	I
40	2	2	water
40	2	3	them
40	2	4	every
40	2	5	morning
40	2	6	before
40	2	7	breakfast
40	2	8	.
			
40	3	1	Do
40	3	2	you
40	3	3	have
40	3	4	any
40	3	5	particular
40	3	6	method
40	3	7	for
40	3	8	repairing
40	3	9	household
40	3	10	items
40	3	11	?
			
40	4	1	Yes
40	4	2	,
40	4	3	I
40	4	4	like
40	4	5	to
40	4	6	watch
40	4	7	online
40	4	8	tutorials
40	4	9	for
40	4	10	guidance
40	4	11	.
			
40	5	1	How
40	5	2	do
40	5	3	you
40	5	4	maintain
40	5	5	the
40	5	6	cleanliness
40	5	7	of
40	5	8	your
40	5	9	house
40	5	10	?
			
40	6	1	I
40	6	2	clean
40	6	3	one
40	6	4	room
40	6	5	every
40	6	6	day
40	6	7	to
40	6	8	keep
40	6	9	things
40	6	10	in
40	6	11	order
40	6	12	.
			
40	7	1	When
40	7	2	do
40	7	3	you
40	7	4	usually
40	7	5	assist
40	7	6	your
40	7	7	grandchildren
40	7	8	with
40	7	9	their
40	7	10	homework
40	7	11	?
			
40	8	1	I
40	8	2	help
40	8	3	them
40	8	4	with
40	8	5	their
40	8	6	schoolwork
40	8	7	in
40	8	8	the
40	8	9	evenings
40	8	10	after
40	8	11	dinner
40	8	12	.
			
40	9	1	Is
40	9	2	there
40	9	3	a
40	9	4	specific
40	9	5	day
40	9	6	you
40	9	7	dedicate
40	9	8	to
40	9	9	organizing
40	9	10	your
40	9	11	personal
40	9	12	belongings
40	9	13	?
			
40	10	1	I
40	10	2	usually
40	10	3	set
40	10	4	aside
40	10	5	some
40	10	6	time
40	10	7	on
40	10	8	Sundays
40	10	9	to
40	10	10	declutter
40	10	11	and
40	10	12	organize
40	10	13	my
40	10	14	things
40	10	15	.
			
			
41	1	1	How
41	1	2	's
41	1	3	everything
41	1	4	at
41	1	5	home
41	1	6	these
41	1	7	days
41	1	8	?
			
41	2	1	Oh
41	2	2	,
41	2	3	things
41	2	4	have
41	2	5	been
41	2	6	quite
41	2	7	busy
41	2	8	lately
41	2	9	.
			
41	3	1	What
41	3	2	have
41	3	3	you
41	3	4	been
41	3	5	up
41	3	6	to
41	3	7	?
			
41	4	1	I
41	4	2	've
41	4	3	been
41	4	4	maintaining
41	4	5	our
41	4	6	household
41	4	7	and
41	4	8	garden
41	4	9	.
			
41	5	1	Wow
41	5	2	,
41	5	3	sounds
41	5	4	like
41	5	5	a
41	5	6	full
41	5	7	plate
41	5	8	!
41	5	9	When
41	5	10	do
41	5	11	you
41	5	12	usually
41	5	13	find
41	5	14	time
41	5	15	for
41	5	16	that
41	5	17	?
			
41	6	1	I
41	6	2	usually
41	6	3	work
41	6	4	on
41	6	5	it
41	6	6	in
41	6	7	the
41	6	8	mornings
41	6	9	.
			
41	7	1	That
41	7	2	's
41	7	3	a
41	7	4	good
41	7	5	routine
41	7	6	.
41	7	7	How
41	7	8	does
41	7	9	it
41	7	10	make
41	7	11	you
41	7	12	feel
41	7	13	when
41	7	14	everything
41	7	15	is
41	7	16	taken
41	7	17	care
41	7	18	of
41	7	19	?
			
41	8	1	It
41	8	2	gives
41	8	3	me
41	8	4	a
41	8	5	sense
41	8	6	of
41	8	7	accomplishment
41	8	8	and
41	8	9	peace
41	8	10	of
41	8	11	mind
41	8	12	.
			
			
42	1	1	How
42	1	2	have
42	1	3	you
42	1	4	been
42	1	5	spending
42	1	6	your
42	1	7	afternoons
42	1	8	lately
42	1	9	?
			
42	2	1	I
42	2	2	spend
42	2	3	my
42	2	4	afternoons
42	2	5	tending
42	2	6	to
42	2	7	my
42	2	8	garden
42	2	9	,
42	2	10	watering
42	2	11	the
42	2	12	plants
42	2	13	and
42	2	14	checking
42	2	15	on
42	2	16	them
42	2	17	.
			
42	3	1	That
42	3	2	sounds
42	3	3	lovely
42	3	4	!
42	3	5	When
42	3	6	do
42	3	7	you
42	3	8	usually
42	3	9	start
42	3	10	working
42	3	11	in
42	3	12	the
42	3	13	garden
42	3	14	?
			
42	4	1	I
42	4	2	usually
42	4	3	start
42	4	4	in
42	4	5	the
42	4	6	late
42	4	7	afternoon
42	4	8	when
42	4	9	it
42	4	10	's
42	4	11	cooler
42	4	12	outside
42	4	13	.
			
42	5	1	Do
42	5	2	you
42	5	3	have
42	5	4	any
42	5	5	particular
42	5	6	plants
42	5	7	that
42	5	8	require
42	5	9	extra
42	5	10	care
42	5	11	?
			
42	6	1	Yes
42	6	2	,
42	6	3	I
42	6	4	have
42	6	5	some
42	6	6	delicate
42	6	7	orchids
42	6	8	that
42	6	9	need
42	6	10	special
42	6	11	attention
42	6	12	.
			
42	7	1	How
42	7	2	often
42	7	3	do
42	7	4	you
42	7	5	see
42	7	6	significant
42	7	7	growth
42	7	8	or
42	7	9	changes
42	7	10	in
42	7	11	your
42	7	12	garden
42	7	13	?
			
42	8	1	I
42	8	2	notice
42	8	3	changes
42	8	4	weekly
42	8	5	,
42	8	6	especially
42	8	7	during
42	8	8	the
42	8	9	warmer
42	8	10	months
42	8	11	.
			
42	9	1	It
42	9	2	must
42	9	3	be
42	9	4	satisfying
42	9	5	to
42	9	6	see
42	9	7	your
42	9	8	efforts
42	9	9	pay
42	9	10	off
42	9	11	!
			
42	10	1	Absolutely
42	10	2	,
42	10	3	it
42	10	4	brings
42	10	5	me
42	10	6	joy
42	10	7	to
42	10	8	see
42	10	9	the
42	10	10	plants
42	10	11	thrive
42	10	12	and
			
			
43	1	1	How
43	1	2	are
43	1	3	you
43	1	4	feeling
43	1	5	today
43	1	6	?
			
43	2	1	I
43	2	2	'm
43	2	3	feeling
43	2	4	a
43	2	5	bit
43	2	6	tired
43	2	7	.
43	2	8	I
43	2	9	spend
43	2	10	most
43	2	11	of
43	2	12	the
43	2	13	day
43	2	14	cleaning
43	2	15	the
43	2	16	house
43	2	17	.
			
43	3	1	When
43	3	2	do
43	3	3	you
43	3	4	usually
43	3	5	clean
43	3	6	the
43	3	7	house
43	3	8	?
			
43	4	1	I
43	4	2	clean
43	4	3	it
43	4	4	every
43	4	5	Saturday
43	4	6	morning
43	4	7	.
			
43	5	1	Do
43	5	2	you
43	5	3	have
43	5	4	help
43	5	5	with
43	5	6	cleaning
43	5	7	the
43	5	8	house
43	5	9	?
			
43	6	1	Yes
43	6	2	,
43	6	3	my
43	6	4	granddaughter
43	6	5	helps
43	6	6	me
43	6	7	out
43	6	8	.
			
43	7	1	That
43	7	2	's
43	7	3	great
43	7	4	.
43	7	5	Do
43	7	6	you
43	7	7	have
43	7	8	any
43	7	9	gardening
43	7	10	to
43	7	11	do
43	7	12	as
43	7	13	well
43	7	14	?
			
43	8	1	Yes
43	8	2	,
43	8	3	I
43	8	4	also
43	8	5	take
43	8	6	care
43	8	7	of
43	8	8	the
43	8	9	plants
43	8	10	in
43	8	11	the
43	8	12	backyard
43	8	13	.
			
43	9	1	How
43	9	2	often
43	9	3	do
43	9	4	you
43	9	5	water
43	9	6	the
43	9	7	plants
43	9	8	?
			
43	10	1	I
43	10	2	water
43	10	3	them
43	10	4	every
43	10	5	evening
43	10	6	.
			
			
44	1	1	How
44	1	2	often
44	1	3	do
44	1	4	you
44	1	5	water
44	1	6	your
44	1	7	plants
44	1	8	at
44	1	9	home
44	1	10	?
			
44	2	1	I
44	2	2	water
44	2	3	them
44	2	4	every
44	2	5	other
44	2	6	day
44	2	7	in
44	2	8	the
44	2	9	evening
44	2	10	.
			
44	3	1	Do
44	3	2	you
44	3	3	enjoy
44	3	4	taking
44	3	5	care
44	3	6	of
44	3	7	your
44	3	8	plants
44	3	9	?
			
44	4	1	Yes
44	4	2	,
44	4	3	it
44	4	4	's
44	4	5	a
44	4	6	relaxing
44	4	7	activity
44	4	8	for
44	4	9	me
44	4	10	.
			
44	5	1	Is
44	5	2	there
44	5	3	any
44	5	4	plant
44	5	5	you
44	5	6	find
44	5	7	challenging
44	5	8	to
44	5	9	take
44	5	10	care
44	5	11	of
44	5	12	?
			
44	6	1	The
44	6	2	orchids
44	6	3	need
44	6	4	more
44	6	5	attention
44	6	6	compared
44	6	7	to
44	6	8	others
44	6	9	.
			
44	7	1	Where
44	7	2	do
44	7	3	you
44	7	4	keep
44	7	5	your
44	7	6	plants
44	7	7	in
44	7	8	the
44	7	9	house
44	7	10	?
			
44	8	1	Most
44	8	2	of
44	8	3	them
44	8	4	stay
44	8	5	in
44	8	6	the
44	8	7	balcony
44	8	8	where
44	8	9	they
44	8	10	get
44	8	11	enough
44	8	12	sunlight
44	8	13	.
			
44	9	1	How
44	9	2	long
44	9	3	have
44	9	4	you
44	9	5	been
44	9	6	growing
44	9	7	plants
44	9	8	at
44	9	9	home
44	9	10	?
			
44	10	1	I
